Person1,Person2,type
2384,885,acquaintance
2441,940,acquaintance
1820,1831,acquaintance
2470,662,friend
2297,2890,friend
199,1955,friend
1842,2848,friend
334,2716,acquaintance
1831,2149,friend
2676,2597,best friend
2803,1034,friend
435,18,acquaintance
637,1840,friend
1676,2800,acquaintance
266,89,acquaintance
720,2935,acquaintance
816,1453,acquaintance
1737,1175,acquaintance
2501,234,acquaintance
1092,2629,acquaintance
1106,1427,acquaintance
1192,111,friend
1831,1471,acquaintance
1821,84,acquaintance
435,22,acquaintance
159,2772,acquaintance
1389,1621,acquaintance
2200,1188,acquaintance
1292,1451,acquaintance
2405,986,acquaintance
2968,1569,acquaintance
1523,2689,acquaintance
670,789,acquaintance
2448,1813,acquaintance
2654,2700,best friend
2273,1955,acquaintance
2700,2709,acquaintance
332,2212,acquaintance
227,2493,acquaintance
490,111,acquaintance
1886,2813,acquaintance
2151,470,acquaintance
2260,515,acquaintance
984,153,acquaintance
159,183,acquaintance
2632,213,best friend
9,1842,acquaintance
1771,520,acquaintance
926,501,acquaintance
2328,249,acquaintance
1197,467,acquaintance
2723,192,friend
2036,1224,acquaintance
271,2184,best friend
726,1295,acquaintance
2543,1535,acquaintance
742,843,acquaintance
2767,285,acquaintance
1719,2856,acquaintance
199,1489,acquaintance
2413,2134,acquaintance
1038,2427,best friend
2856,2911,acquaintance
1407,1710,acquaintance
767,2492,acquaintance
376,1295,acquaintance
1040,2174,acquaintance
1163,1384,friend
1215,1342,friend
1656,22,best friend
2888,2222,acquaintance
2176,1597,friend
145,2174,acquaintance
1995,1329,acquaintance
1267,2497,acquaintance
6,675,friend
1814,1191,acquaintance
2068,1036,friend
2785,1547,friend
2517,2174,best friend
1934,2856,acquaintance
4,1296,acquaintance
89,1906,acquaintance
2636,2475,acquaintance
2068,2384,friend
112,2848,acquaintance
627,315,friend
1184,264,acquaintance
2944,1017,acquaintance
1225,1454,acquaintance
88,2170,acquaintance
2457,5,acquaintance
549,2174,acquaintance
1585,205,acquaintance
1597,2709,friend
967,2609,friend
371,2036,acquaintance
158,2506,acquaintance
2679,2251,acquaintance
801,915,friend
111,2440,friend
2685,866,acquaintance
73,2049,acquaintance
708,144,acquaintance
1848,109,acquaintance
1774,2036,friend
141,1117,acquaintance
979,1344,acquaintance
2251,2788,acquaintance
2176,1536,acquaintance
548,114,acquaintance
2387,2032,acquaintance
2937,1224,friend
11,1758,friend
1060,2439,best friend
1473,271,acquaintance
929,2677,friend
2319,691,acquaintance
1408,414,acquaintance
2049,2042,friend
1934,566,friend
2838,2946,friend
1476,2242,best friend
1699,317,acquaintance
555,1827,friend
779,1923,friend
2196,2529,best friend
2069,837,acquaintance
2975,789,friend
1287,271,friend
1088,2838,acquaintance
994,121,acquaintance
2506,2824,acquaintance
1840,2686,best friend
893,1320,acquaintance
473,1925,acquaintance
520,468,acquaintance
662,881,friend
467,2384,friend
1959,178,acquaintance
1742,211,acquaintance
1250,252,acquaintance
929,1416,acquaintance
2855,1539,acquaintance
722,2384,acquaintance
378,622,acquaintance
88,1618,friend
2273,2729,friend
387,183,friend
874,1734,friend
91,1737,acquaintance
114,752,friend
2643,915,acquaintance
2638,2405,acquaintance
598,1489,friend
1565,345,acquaintance
2471,2654,acquaintance
1918,1582,best friend
928,2223,friend
2067,374,acquaintance
1295,154,acquaintance
305,1187,acquaintance
2765,1840,friend
2656,2441,acquaintance
1344,2757,acquaintance
2521,2315,acquaintance
1093,2414,friend
1597,414,acquaintance
499,2198,acquaintance
180,2543,acquaintance
2991,1716,acquaintance
927,2987,acquaintance
109,2824,acquaintance
2151,2816,acquaintance
877,2762,friend
2634,2966,acquaintance
720,2686,friend
1134,2829,acquaintance
1537,1940,best friend
1743,713,best friend
71,2496,friend
720,2081,friend
1822,864,acquaintance
2746,2017,acquaintance
2121,2935,best friend
1184,2427,acquaintance
1081,1840,friend
376,929,acquaintance
2087,955,friend
2066,773,acquaintance
367,1454,friend
622,518,friend
2036,428,acquaintance
1821,2150,best friend
836,1946,acquaintance
1342,2905,acquaintance
2910,1527,acquaintance
801,1156,acquaintance
2044,1706,friend
2867,1224,acquaintance
1931,2772,friend
1692,2283,friend
1055,121,best friend
1617,1406,acquaintance
2717,2119,acquaintance
1675,1934,friend
1737,2741,acquaintance
411,1613,friend
1228,2645,acquaintance
596,2508,acquaintance
726,1267,friend
2851,904,friend
127,206,acquaintance
2132,905,acquaintance
1389,2762,acquaintance
2963,2280,acquaintance
2391,1117,acquaintance
2591,70,acquaintance
1129,11,best friend
1709,2716,friend
1551,2283,acquaintance
2474,791,friend
1280,78,acquaintance
428,518,acquaintance
1790,791,acquaintance
2174,2270,friend
2246,2150,friend
2890,1940,friend
1956,2064,acquaintance
2152,66,acquaintance
470,2089,best friend
1642,500,acquaintance
1097,316,friend
1618,2944,acquaintance
1721,1946,acquaintance
78,1692,acquaintance
598,984,friend
1930,2616,acquaintance
1287,1329,friend
2633,2761,friend
825,769,friend
1721,1486,acquaintance
568,2035,acquaintance
651,141,acquaintance
2916,1956,friend
2050,934,friend
2746,792,friend
242,1571,acquaintance
2273,2408,acquaintance
2733,1194,acquaintance
2753,1229,acquaintance
2228,969,acquaintance
1650,239,acquaintance
2784,1809,friend
2089,20,acquaintance
256,957,friend
1156,773,acquaintance
1848,2174,acquaintance
1743,2649,acquaintance
11,345,best friend
2813,781,acquaintance
629,1218,acquaintance
2660,2771,acquaintance
929,2485,acquaintance
1123,763,acquaintance
1747,313,best friend
2369,6,acquaintance
2251,1384,acquaintance
2471,2121,friend
499,2890,friend
2157,2144,acquaintance
2593,2130,friend
1780,2412,acquaintance
825,1464,acquaintance
622,1743,acquaintance
92,1789,acquaintance
1912,568,friend
682,2036,acquaintance
345,2597,friend
2629,1961,acquaintance
1550,1235,acquaintance
1407,1676,acquaintance
1527,2796,friend
1647,2367,acquaintance
1187,2184,friend
2119,2914,friend
328,550,friend
178,2160,acquaintance
2027,2279,acquaintance
1604,2175,friend
877,42,friend
730,2144,acquaintance
2409,2900,acquaintance
2330,2646,acquaintance
2012,30,friend
1937,803,friend
1802,1218,acquaintance
726,2869,friend
527,2660,acquaintance
2471,1996,acquaintance
1956,1187,acquaintance
1802,2900,acquaintance
376,1840,acquaintance
170,548,acquaintance
2391,6,acquaintance
943,2196,friend
191,2157,best friend
11,1427,acquaintance
871,2330,friend
955,2719,best friend
1112,2677,best friend
264,206,friend
1643,2741,acquaintance
1049,2414,acquaintance
1529,2685,acquaintance
1342,533,acquaintance
2565,549,acquaintance
36,2966,acquaintance
2522,2658,best friend
1722,2270,acquaintance
984,1478,acquaintance
1061,2843,acquaintance
2153,2716,acquaintance
1309,1689,acquaintance
1702,216,friend
1744,684,acquaintance
281,2455,friend
826,319,friend
1761,346,best friend
2084,826,acquaintance
616,98,acquaintance
2035,2956,friend
1976,2393,acquaintance
2174,111,acquaintance
1378,940,acquaintance
2593,112,acquaintance
374,1225,acquaintance
2964,2405,acquaintance
1412,986,acquaintance
2064,1802,acquaintance
2474,717,friend
191,1355,acquaintance
406,1457,acquaintance
505,620,acquaintance
1229,2717,friend
316,1166,acquaintance
1620,866,best friend
70,2654,friend
2723,1847,acquaintance
1580,536,friend
2434,2319,acquaintance
1809,2579,friend
1488,1036,acquaintance
1813,319,acquaintance
1553,1186,acquaintance
2916,407,friend
2239,716,acquaintance
9,735,acquaintance
2914,515,acquaintance
2685,1079,acquaintance
1743,2626,acquaintance
726,1018,acquaintance
2427,1982,best friend
934,1866,friend
87,1319,acquaintance
2439,1529,friend
2166,112,acquaintance
42,2963,acquaintance
238,1021,acquaintance
440,468,acquaintance
1678,2506,acquaintance
1699,208,acquaintance
1918,1868,acquaintance
1946,2455,acquaintance
1668,84,best friend
2119,616,best friend
2475,791,friend
1195,713,friend
544,1539,friend
238,2506,friend
1613,871,friend
1855,2514,acquaintance
1451,1712,friend
986,2541,best friend
1179,2815,acquaintance
2720,2151,acquaintance
2775,2730,friend
2166,2134,friend
2475,2712,friend
68,2796,acquaintance
967,1128,friend
1473,1809,acquaintance
880,991,acquaintance
2107,330,acquaintance
1931,1352,friend
2991,1148,acquaintance
609,2948,acquaintance
897,1724,acquaintance
1097,2293,friend
2174,2913,best friend
1802,89,acquaintance
1647,1774,acquaintance
1628,1305,friend
2741,2579,best friend
178,1820,friend
1059,2088,acquaintance
671,2075,acquaintance
242,545,friend
850,192,friend
2662,2485,acquaintance
2835,713,friend
1471,2770,acquaintance
2968,2356,acquaintance
305,2805,acquaintance
84,849,acquaintance
836,1586,friend
1661,1826,acquaintance
1597,1678,friend
2976,1441,acquaintance
2698,232,friend
2591,44,best friend
1450,44,acquaintance
837,1489,acquaintance
1471,1695,acquaintance
1271,544,acquaintance
917,216,acquaintance
1454,657,friend
153,518,acquaintance
1636,1414,friend
83,269,friend
1527,204,acquaintance
271,788,acquaintance
1621,74,acquaintance
267,34,friend
2045,2646,acquaintance
1956,1934,friend
2091,2911,friend
1941,2263,acquaintance
713,2263,acquaintance
2044,1712,acquaintance
2280,2102,acquaintance
988,158,friend
2184,2855,acquaintance
2983,880,acquaintance
1597,2496,acquaintance
1604,1695,acquaintance
2935,1981,acquaintance
2722,2976,acquaintance
229,2081,friend
458,2642,acquaintance
1953,662,acquaintance
1582,1115,friend
877,1571,friend
1032,2035,friend
2087,2044,acquaintance
2789,1450,acquaintance
2900,781,acquaintance
78,775,acquaintance
18,2184,acquaintance
1083,2330,friend
2370,708,acquaintance
1856,2800,best friend
2328,2757,best friend
2075,1384,friend
1192,2175,best friend
1017,1193,best friend
940,1489,acquaintance
2293,213,friend
2850,158,acquaintance
1978,1677,acquaintance
752,2187,friend
2876,108,acquaintance
1131,1414,acquaintance
1487,1353,acquaintance
1709,2319,acquaintance
2698,1550,friend
1245,2142,friend
408,161,acquaintance
605,566,friend
169,320,acquaintance
2788,1389,acquaintance
23,1934,friend
2065,1662,acquaintance
1219,669,acquaintance
2322,1389,acquaintance
1467,1722,acquaintance
2409,1565,friend
1684,2298,friend
164,1924,acquaintance
1709,1237,friend
1699,192,acquaintance
769,598,friend
2384,905,best friend
1125,216,acquaintance
2905,2783,acquaintance
1208,1558,acquaintance
2160,1700,acquaintance
1344,2880,friend
1188,1414,acquaintance
877,2850,friend
877,1134,friend
457,1305,acquaintance
912,1295,acquaintance
2890,1565,friend
1018,662,friend
1406,1355,friend
1055,1557,acquaintance
593,1956,acquaintance
1678,701,friend
520,232,acquaintance
2911,2591,acquaintance
345,912,acquaintance
1136,2251,acquaintance
2968,211,acquaintance
2807,1194,acquaintance
2309,1700,friend
213,2408,friend
1539,371,acquaintance
2843,1961,best friend
125,2174,acquaintance
912,908,friend
926,2027,acquaintance
2815,1195,acquaintance
350,22,acquaintance
2991,2809,acquaintance
2822,2712,acquaintance
2493,234,best friend
1286,2493,acquaintance
2682,1175,acquaintance
12,371,acquaintance
1231,6,acquaintance
1408,833,acquaintance
2936,616,acquaintance
1972,2298,acquaintance
458,1067,friend
2583,2328,acquaintance
2196,1265,friend
447,1955,acquaintance
1847,2211,friend
2541,2844,friend
202,1642,acquaintance
55,320,acquaintance
2170,1043,acquaintance
2069,191,acquaintance
1640,2762,friend
1802,541,acquaintance
2175,1110,acquaintance
2239,1699,acquaintance
1323,1744,acquaintance
2327,1476,acquaintance
2991,350,friend
2935,36,friend
109,2900,friend
1550,1395,best friend
2512,22,acquaintance
206,2376,acquaintance
1134,411,acquaintance
1206,1604,friend
2633,1378,acquaintance
993,2429,acquaintance
2262,219,acquaintance
2697,2761,acquaintance
141,2796,acquaintance
1842,411,friend
2475,2283,acquaintance
675,2121,friend
2160,2065,acquaintance
2474,1139,acquaintance
1043,2091,friend
1036,2152,friend
78,2917,friend
229,2298,acquaintance
1643,256,acquaintance
581,1642,best friend
421,442,friend
376,518,acquaintance
154,464,acquaintance
1320,20,acquaintance
2089,2144,friend
119,2075,friend
134,239,acquaintance
1706,2179,friend
2279,2278,acquaintance
2198,378,acquaintance
2809,1346,friend
1233,1647,friend
1228,1869,friend
828,2298,acquaintance
1487,2742,best friend
271,848,best friend
281,670,friend
2731,684,friend
2532,487,acquaintance
596,1971,acquaintance
1380,421,acquaintance
1886,1267,acquaintance
2387,1352,acquaintance
2393,2141,best friend
775,801,friend
414,2273,acquaintance
1279,2932,acquaintance
1961,9,acquaintance
350,816,friend
192,1940,acquaintance
1222,1142,acquaintance
204,1547,acquaintance
2142,673,acquaintance
850,109,friend
119,264,acquaintance
1706,2845,acquaintance
1292,2576,acquaintance
897,2691,acquaintance
1033,1869,acquaintance
192,2011,acquaintance
2440,30,acquaintance
816,139,best friend
942,1021,acquaintance
2132,74,acquaintance
2329,2650,friend
281,501,acquaintance
2709,860,friend
818,593,acquaintance
2092,2783,acquaintance
2035,204,acquaintance
744,188,acquaintance
2121,424,friend
2134,2416,friend
1061,1887,friend
328,2034,friend
408,970,friend
1456,2184,friend
1539,2279,friend
2880,232,acquaintance
2731,113,acquaintance
1101,905,friend
2604,1924,acquaintance
1129,2636,acquaintance
206,1737,acquaintance
2367,317,acquaintance
885,152,acquaintance
2081,1885,best friend
1231,126,acquaintance
2679,885,friend
2501,2228,acquaintance
2497,657,acquaintance
2964,2803,acquaintance
903,2055,friend
1195,421,acquaintance
720,1650,acquaintance
1489,2491,acquaintance
1361,991,acquaintance
71,2198,acquaintance
1245,213,acquaintance
1571,1959,friend
106,1787,acquaintance
181,206,acquaintance
23,378,acquaintance
722,359,acquaintance
2347,1126,acquaintance
1156,2429,acquaintance
1170,317,friend
2270,1126,friend
2301,1946,acquaintance
2866,1101,acquaintance
1324,315,acquaintance
657,2367,acquaintance
2697,1535,acquaintance
2153,2081,friend
1787,1918,friend
320,1620,acquaintance
827,2662,best friend
2809,2384,friend
1175,720,best friend
2455,443,friend
2011,2913,acquaintance
1486,1060,acquaintance
113,1471,acquaintance
1901,2157,acquaintance
1959,2822,friend
2813,2935,acquaintance
264,2480,friend
516,2917,acquaintance
701,1018,friend
1952,565,acquaintance
2910,18,acquaintance
2283,2491,acquaintance
1617,1316,acquaintance
1646,229,friend
2835,2263,acquaintance
1229,2723,acquaintance
178,885,friend
2796,22,friend
2677,720,acquaintance
549,1699,friend
2273,1720,friend
942,2367,friend
1115,684,acquaintance
354,1826,acquaintance
2408,1747,acquaintance
769,1809,acquaintance
2080,2266,acquaintance
527,2964,acquaintance
994,1840,acquaintance
447,2128,acquaintance
1088,1789,friend
1916,2151,friend
1034,2813,acquaintance
458,878,acquaintance
2157,1235,friend
192,2733,acquaintance
893,2184,friend
1103,2767,friend
1250,2866,friend
432,1092,acquaintance
1319,1744,friend
1702,943,acquaintance
178,2864,acquaintance
164,2813,acquaintance
269,1049,acquaintance
1110,2492,acquaintance
393,2579,acquaintance
25,1895,friend
1475,402,acquaintance
5,234,acquaintance
615,1412,acquaintance
1361,2266,friend
2111,2991,friend
632,2492,acquaintance
2660,629,acquaintance
904,744,acquaintance
1310,1400,friend
2254,424,acquaintance
1416,1406,friend
1638,1946,acquaintance
2662,2176,friend
1112,1676,acquaintance
614,1500,acquaintance
1692,2440,acquaintance
843,1826,acquaintance
1329,2507,acquaintance
809,2280,friend
428,80,best friend
452,669,best friend
1222,2639,acquaintance
1279,2772,acquaintance
1003,2783,friend
1033,1611,acquaintance
1237,141,acquaintance
2968,728,acquaintance
1676,1716,friend
80,2698,acquaintance
1678,1539,acquaintance
1724,468,friend
1537,1174,acquaintance
735,2263,friend
1441,202,acquaintance
1225,989,acquaintance
1142,1118,acquaintance
149,2578,friend
2789,1088,best friend
468,2508,friend
42,1309,acquaintance
1901,402,acquaintance
1454,977,acquaintance
1551,2367,acquaintance
775,2697,friend
2967,1710,acquaintance
2416,596,acquaintance
1305,261,friend
999,1789,friend
1570,1193,acquaintance
109,2080,acquaintance
2042,698,acquaintance
2179,2964,friend
447,1802,friend
1410,432,acquaintance
1286,926,friend
2921,1901,acquaintance
505,2280,friend
1961,1716,best friend
550,2888,friend
227,1535,acquaintance
2967,1695,best friend
2522,671,acquaintance
2935,1580,friend
2408,4,acquaintance
575,304,friend
161,934,friend
520,1400,friend
643,408,friend
1789,2298,acquaintance
866,345,acquaintance
1017,2156,acquaintance
2956,1412,acquaintance
2642,1427,acquaintance
1468,2770,acquaintance
906,2050,friend
614,66,acquaintance
1886,2803,best friend
750,2081,acquaintance
2156,625,friend
1886,1219,acquaintance
2512,1131,acquaintance
70,2455,friend
833,1258,acquaintance
68,229,acquaintance
1848,313,best friend
2330,1180,acquaintance
1310,141,acquaintance
119,974,acquaintance
927,1972,acquaintance
1224,2067,friend
1464,1378,acquaintance
470,993,acquaintance
2531,87,best friend
1003,1407,best friend
2158,1604,acquaintance
2280,424,acquaintance
2187,213,friend
269,2831,acquaintance
2866,2075,friend
1237,232,acquaintance
2866,568,friend
2196,204,best friend
1793,2222,friend
2359,266,friend
188,1197,acquaintance
346,2916,friend
2493,1060,best friend
1628,917,acquaintance
2293,55,friend
6,2087,acquaintance
620,1478,acquaintance
2328,1646,acquaintance
2964,2270,acquaintance
1113,305,acquaintance
566,2492,friend
1903,2087,acquaintance
322,2638,acquaintance
2566,410,friend
2966,2121,friend
1847,844,acquaintance
541,2005,friend
73,2262,acquaintance
2835,2848,friend
2520,1072,acquaintance
541,126,acquaintance
281,1271,acquaintance
991,915,acquaintance
2506,943,acquaintance
264,1486,acquaintance
609,567,friend
1067,252,acquaintance
2845,2937,acquaintance
334,735,friend
1978,1551,acquaintance
141,1856,friend
986,1722,acquaintance
1129,2412,friend
979,2508,acquaintance
1551,2835,friend
2925,2941,acquaintance
34,1535,acquaintance
2388,2813,acquaintance
575,2055,friend
1668,1695,acquaintance
2716,1953,acquaintance
1316,2650,acquaintance
464,688,friend
1148,957,acquaintance
1522,1621,acquaintance
1684,328,friend
164,2700,friend
669,2843,acquaintance
1500,1057,friend
769,1464,acquaintance
24,2432,acquaintance
958,1640,friend
44,615,acquaintance
2270,1055,acquaintance
1453,1638,acquaintance
1287,1057,acquaintance
1143,1184,friend
566,2963,friend
614,1982,acquaintance
2532,2964,friend
1318,2055,friend
1643,2851,acquaintance
1710,619,acquaintance
1487,1414,acquaintance
2461,1814,best friend
271,994,acquaintance
1557,2072,friend
359,183,best friend
1885,468,friend
1319,2610,acquaintance
2913,154,acquaintance
2888,1702,friend
1675,518,friend
2475,984,acquaintance
1049,2771,acquaintance
1378,1539,friend
1500,1225,friend
567,848,acquaintance
1946,1378,acquaintance
565,152,friend
1265,2409,friend
2011,1406,acquaintance
942,2055,acquaintance
2685,2921,acquaintance
1628,1570,acquaintance
2662,1473,acquaintance
468,1049,acquaintance
735,2738,friend
2448,1128,friend
1787,2089,friend
2328,1049,acquaintance
2036,1802,friend
1809,1827,friend
565,56,friend
205,2634,acquaintance
49,835,friend
1084,225,acquaintance
2770,484,acquaintance
1352,2049,best friend
2297,2761,friend
1121,1642,best friend
2565,627,best friend
2065,242,best friend
1040,2822,acquaintance
252,437,acquaintance
974,716,acquaintance
1093,1309,best friend
2196,2455,best friend
2975,1134,acquaintance
18,1378,acquaintance
2975,2222,acquaintance
458,1530,acquaintance
12,411,acquaintance
347,1139,friend
2552,80,friend
730,2251,friend
1934,904,friend
1551,1106,friend
1235,2667,acquaintance
2414,2730,best friend
1142,421,acquaintance
877,2412,acquaintance
1924,264,friend
1557,2646,friend
2576,1650,acquaintance
2985,1529,acquaintance
1692,2011,friend
1147,1310,acquaintance
1382,549,acquaintance
2346,1427,acquaintance
2775,2471,acquaintance
1370,881,acquaintance
605,2809,acquaintance
670,49,acquaintance
22,1522,friend
1670,2722,acquaintance
827,2066,friend
101,1193,acquaintance
1355,2352,acquaintance
2543,1926,acquaintance
1847,952,acquaintance
467,346,friend
1369,2211,friend
710,1237,best friend
929,255,acquaintance
1370,1174,acquaintance
1117,1737,acquaintance
229,1111,best friend
1597,629,friend
1695,205,friend
1613,2900,friend
2297,1021,friend
878,1582,acquaintance
943,977,acquaintance
226,2507,acquaintance
410,1370,acquaintance
645,2441,acquaintance
2802,2067,acquaintance
1245,1195,acquaintance
1067,1676,acquaintance
2091,2365,acquaintance
2609,12,friend
1346,1710,friend
2753,2656,acquaintance
1790,2308,acquaintance
2911,252,acquaintance
2717,1323,best friend
2157,205,friend
918,109,acquaintance
2722,87,friend
2792,792,acquaintance
2689,2626,acquaintance
1529,1344,acquaintance
2087,682,friend
9,2242,best friend
5,1586,acquaintance
2376,2736,best friend
1570,2131,friend
452,2968,acquaintance
1342,2064,acquaintance
1358,1180,acquaintance
1093,2250,acquaintance
1427,1222,acquaintance
108,2429,acquaintance
1734,826,friend
1916,2441,acquaintance
2128,1410,friend
73,411,friend
2393,688,acquaintance
1219,1731,friend
83,1144,friend
2816,285,acquaintance
2260,1219,acquaintance
308,468,acquaintance
2691,2294,acquaintance
1198,1067,friend
2211,2369,acquaintance
2742,2991,acquaintance
2049,1940,friend
2184,1194,acquaintance
581,2867,acquaintance
242,2772,friend
34,2866,friend
2753,1329,acquaintance
1617,626,acquaintance
773,2689,friend
1198,986,acquaintance
1198,226,acquaintance
2512,414,acquaintance
2113,169,friend
1148,2805,acquaintance
246,2179,acquaintance
967,490,friend
494,112,acquaintance
402,2032,friend
1061,2376,acquaintance
849,944,acquaintance
229,1743,acquaintance
649,1079,friend
1621,1702,acquaintance
1115,1036,friend
974,378,acquaintance
1576,1952,acquaintance
1941,219,acquaintance
2783,1569,acquaintance
1640,952,acquaintance
2091,80,friend
2012,1251,friend
2170,2845,acquaintance
1235,2011,acquaintance
2944,111,acquaintance
2914,2262,acquaintance
1292,2121,friend
713,2266,best friend
929,1129,acquaintance
1325,322,best friend
825,2040,acquaintance
2966,2088,friend
1639,988,friend
972,1191,acquaintance
834,474,friend
969,2753,friend
2131,373,acquaintance
2081,2480,friend
500,2604,acquaintance
473,1453,acquaintance
1931,2297,friend
2745,2638,best friend
2035,567,friend
618,112,friend
2770,2880,friend
1937,1103,acquaintance
1476,411,friend
1971,1055,acquaintance
23,1914,friend
626,2683,friend
2921,1647,acquaintance
2056,1535,acquaintance
871,1473,best friend
1245,2755,acquaintance
2850,22,friend
2102,1125,acquaintance
2474,2597,acquaintance
866,1320,friend
1123,1148,friend
1678,2429,acquaintance
2816,860,friend
1156,1677,acquaintance
728,1604,acquaintance
614,1744,friend
178,1245,acquaintance
1550,2593,best friend
575,293,acquaintance
2239,974,best friend
1707,80,acquaintance
2691,2720,acquaintance
1096,518,friend
1378,2198,acquaintance
773,626,acquaintance
199,1996,acquaintance
1057,615,acquaintance
1820,958,acquaintance
1695,2578,friend
880,1923,friend
1112,2262,acquaintance
1190,2717,acquaintance
2913,675,acquaintance
1724,940,friend
905,713,acquaintance
371,2867,best friend
216,2280,acquaintance
2432,2866,friend
428,2099,acquaintance
2246,2251,acquaintance
1032,2072,acquaintance
1435,2918,acquaintance
1894,609,best friend
2829,205,acquaintance
1253,2475,acquaintance
2716,2636,acquaintance
1142,2935,acquaintance
2263,88,acquaintance
1952,1449,acquaintance
2765,2746,acquaintance
2474,2327,acquaintance
1017,1369,best friend
2761,670,acquaintance
1937,264,acquaintance
917,2805,acquaintance
1535,2414,acquaintance
1982,2157,acquaintance
927,2266,acquaintance
629,578,acquaintance
1222,49,acquaintance
837,2087,acquaintance
2767,2772,acquaintance
2709,1293,acquaintance
1055,515,acquaintance
1724,2856,friend
893,1668,friend
714,843,acquaintance
1258,928,friend
928,2583,acquaintance
2803,402,friend
46,308,acquaintance
2880,836,acquaintance
2068,929,friend
1267,516,acquaintance
914,1790,acquaintance
515,2327,friend
720,1414,friend
2591,789,acquaintance
1774,1539,acquaintance
2855,849,best friend
234,626,acquaintance
1842,581,acquaintance
330,835,friend
1118,1527,friend
1787,1656,acquaintance
74,114,acquaintance
615,113,acquaintance
2102,1576,acquaintance
20,988,acquaintance
2457,2388,friend
2557,2770,acquaintance
1790,2044,acquaintance
371,2228,acquaintance
1258,1912,friend
934,1961,acquaintance
144,726,acquaintance
2091,1038,acquaintance
494,2153,acquaintance
2152,1535,best friend
2526,1192,acquaintance
2729,2514,acquaintance
1416,1245,friend
2049,2697,acquaintance
2914,119,friend
544,10,acquaintance
467,2937,acquaintance
2501,1136,acquaintance
662,1710,acquaintance
1193,1793,acquaintance
1097,533,acquaintance
2347,1475,acquaintance
1319,1618,acquaintance
1940,1716,acquaintance
1961,24,acquaintance
211,205,acquaintance
1709,1642,acquaintance
834,860,friend
2042,2964,acquaintance
1228,2149,friend
1308,481,best friend
2917,73,acquaintance
271,12,acquaintance
917,225,friend
555,675,friend
125,1208,acquaintance
1451,25,friend
119,2273,friend
1115,2871,acquaintance
2587,1081,acquaintance
422,1231,acquaintance
10,2253,friend
2508,1885,acquaintance
1661,191,acquaintance
620,2809,acquaintance
1420,350,acquaintance
2679,1640,acquaintance
632,2491,acquaintance
134,515,acquaintance
2626,1435,acquaintance
2238,2633,friend
596,1582,friend
2246,411,acquaintance
2788,2660,friend
2170,1956,friend
2429,2932,friend
826,114,acquaintance
2212,2039,acquaintance
2298,1613,acquaintance
366,2040,friend
501,2064,acquaintance
1678,74,acquaintance
225,682,friend
2772,1142,friend
2187,2769,acquaintance
1344,716,acquaintance
1887,605,best friend
436,407,friend
548,1523,acquaintance
2492,2662,acquaintance
2539,238,friend
319,1675,acquaintance
1707,1831,acquaintance
1564,1901,friend
181,1247,friend
285,1113,acquaintance
1323,1040,friend
2736,592,acquaintance
12,345,friend
1055,708,friend
2741,592,friend
818,2548,friend
1017,2650,acquaintance
2359,1250,best friend
763,10,acquaintance
467,2775,acquaintance
1639,2543,best friend
1696,1802,friend
2132,2785,best friend
266,2765,acquaintance
2968,2835,acquaintance
849,1253,friend
2691,1395,friend
2088,605,acquaintance
2044,2487,friend
74,930,acquaintance
1320,2044,acquaintance
2983,2455,acquaintance
84,2838,acquaintance
2099,106,acquaintance
1093,993,acquaintance
2072,1953,friend
742,2783,friend
1416,2963,friend
2238,2593,friend
565,2280,acquaintance
2492,255,friend
977,2784,acquaintance
994,826,acquaintance
285,2757,friend
2652,2597,acquaintance
2576,9,acquaintance
874,2521,friend
2492,874,best friend
1245,1163,acquaintance
137,1937,friend
80,1329,friend
1112,2175,best friend
1043,2144,acquaintance
1229,25,acquaintance
893,1083,acquaintance
152,682,friend
437,1355,acquaintance
905,578,friend
720,942,acquaintance
2796,1537,acquaintance
2864,2579,acquaintance
2327,1059,acquaintance
2809,2487,acquaintance
440,2557,friend
833,501,acquaintance
447,2152,friend
2646,75,best friend
2925,2409,acquaintance
46,1440,acquaintance
957,1753,acquaintance
1580,993,acquaintance
2722,2157,acquaintance
1310,1186,acquaintance
1467,885,friend
2716,835,acquaintance
1972,2005,acquaintance
1906,1557,friend
1404,2084,acquaintance
2128,231,friend
1656,2948,acquaintance
942,1940,acquaintance
2864,2408,acquaintance
1695,2593,acquaintance
2541,1638,friend
71,2941,acquaintance
2184,533,friend
1662,2745,acquaintance
742,1265,acquaintance
1206,1523,friend
112,2802,acquaintance
6,1323,acquaintance
1139,2896,acquaintance
1197,2522,acquaintance
2697,2506,best friend
2448,2576,acquaintance
1500,1576,acquaintance
917,1083,friend
2966,2012,friend
473,87,acquaintance
2729,2011,acquaintance
1435,1404,acquaintance
2308,1731,acquaintance
2056,2066,acquaintance
516,2552,acquaintance
2956,153,acquaintance
609,2662,friend
2805,411,acquaintance
1187,2632,friend
1388,2967,friend
565,915,friend
2045,330,friend
2698,1956,friend
1292,826,acquaintance
46,2156,acquaintance
1848,2676,acquaintance
346,1585,acquaintance
1668,1826,acquaintance
271,550,acquaintance
206,20,acquaintance
2111,1696,acquaintance
548,2566,best friend
1895,1215,acquaintance
1358,1040,acquaintance
2200,2658,acquaintance
818,728,friend
9,1737,acquaintance
986,44,acquaintance
68,2457,acquaintance
1789,2815,acquaintance
